iter	RMSE
169	0.8030580809
170	0.8025655215
171	0.8013509581
172	0.8006306664
173	0.8001908242
174	0.7992877523
175	0.7985412506
176	0.7977785089
177	0.7966536668
178	0.7960164034
179	0.7954675743
180	0.7945492372
181	0.793959141
182	0.7933346188
183	0.7924098242
184	0.7914074883
185	0.7909090877
186	0.7897886556
187	0.7892466727
188	0.7887062842
189	0.7877784706
190	0.7871638903
191	0.786482696
192	0.785847694
193	0.7851424874
194	0.7843311702
195	0.7833918667
196	0.7826323988
197	0.7819773801
198	0.7813785422
199	0.7807388366
200	0.7803283652
201	0.7791002809
202	0.777934587
203	0.7772814493
204	0.7763692649
205	0.7757416743
206	0.7750604
207	0.7740319747
208	0.7731410845
209	0.7725205763
210	0.7718009903
211	0.7707744049
212	0.7699694687
213	0.7691569476
214	0.7686095421
215	0.7678286485
216	0.767438613
217	0.7670895117
218	0.7661847517
219	0.7657284572
220	0.7647902448
221	0.7639291697
222	0.7633507035
223	0.7624200352
224	0.7615780789
225	0.7607871425
226	0.7601330047
227	0.7593165714
228	0.7581304439
229	0.7570315095
230	0.7564075007
231	0.755698257
232	0.7552026906
233	0.7541336789
234	0.7537096901
235	0.7528804095
236	0.7519566145
237	0.7508718424
238	0.7504807181
239	0.7502705371
240	0.7497637541
241	0.7493986703
242	0.748772795
243	0.7480294651
244	0.7471138046
245	0.7457818277
246	0.7452406296
247	0.7442571125
248	0.7433943502
249	0.7421323597
250	0.7418445859
251	0.7409095417
252	0.7400421269
253	0.7396358332
254	0.7388110203
255	0.737428883
256	0.736856118
257	0.7363545373
258	0.7356527168
259	0.7350718618
260	0.7340416659
261	0.7337320713
262	0.7332464025
263	0.7328604341
264	0.731898726
265	0.731183322
266	0.7306419453
267	0.7301638059
268	0.7291119972
269	0.7279102041
270	0.7269960254
271	0.7262681479
272	0.7253213579
273	0.7247751099
274	0.7243641177
275	0.7235332367
276	0.7229149909
277	0.7220277701
278	0.7213914394
279	0.720624396
280	0.7200858984
281	0.7193618095
282	0.7186959828
283	0.7176141544
284	0.7170450764
285	0.7163852966
286	0.7159630178
287	0.7152447455
288	0.7148355396
289	0.714169571
290	0.7137170358
291	0.7133129801
292	0.71168616
293	0.7114069329
294	0.7107746629
295	0.7101710856
296	0.7096699145
297	0.7093798185
298	0.7087766773
299	0.708081462
300	0.7072763936
301	0.7065935292
302	0.7054789779
303	0.70501165
304	0.7043715247
305	0.7038092493
306	0.7027253964
307	0.7020461308
308	0.7013103341
309	0.7006487132
310	0.7000555023
311	0.6993244951
312	0.6986610086
313	0.6983431883
314	0.6979785784
315	0.6975141996
316	0.6971399228
317	0.6962055279
318	0.695618173
319	0.6953296285
320	0.6945768491
321	0.6938372547
322	0.6929937879
323	0.6925695781
324	0.692126805
325	0.6914594174
326	0.6909990548
327	0.6901796337
328	0.6894965615
329	0.6891001398
330	0.6879819844
331	0.6867486099
332	0.6864405807
333	0.685981297
334	0.684968846
335	0.6845039901
336	0.6836378748
337	0.6831687098
338	0.6821850592
339	0.6815635659
340	0.6812248315
341	0.6801336871
342	0.6793100192
343	0.6788475787
344	0.6782245903
345	0.6775886244
346	0.6770972062
347	0.6766986748
348	0.6755233094
349	0.6751672735
350	0.6744857897
351	0.6738541793
352	0.6735165674
353	0.6728511846
354	0.6722408851
355	0.6714980055
356	0.670720999
357	0.6704342516
358	0.6695997504
359	0.669194967
360	0.6684829288
361	0.667910927
362	0.6670373252
363	0.666431008
364	0.6658264402
365	0.6649485322
366	0.6645986532
367	0.664303696
368	0.6637081206
369	0.6632177539
370	0.6625581907
371	0.6613470975
372	0.6607072382
373	0.6597506546
374	0.6593543425
375	0.6585834165
376	0.6578535469
377	0.656607346
378	0.6558082647
379	0.655521049
380	0.6548747926
381	0.6541781742
382	0.6537152577
383	0.6530650044
384	0.6528001224
385	0.6521024214
386	0.6514325935
387	0.6510128971
388	0.6505103396
389	0.6499374235
390	0.6489380908
391	0.6486566496
392	0.6477918616
393	0.6472328063
394	0.6465327303
395	0.6461315464
396	0.6458478311
397	0.6456485691
398	0.6449153796
399	0.6443618139
400	0.6433140058
401	0.6428383921
402	0.6420161188
403	0.6417034842
404	0.6411078719
405	0.6402614669
406	0.6394775476
407	0.6389332771
408	0.6384252717
409	0.6377889484
410	0.6370683961
411	0.6364544382
412	0.6358918667
413	0.6356919683
414	0.6349946287
415	0.6343333314
416	0.6334076279
417	0.6325964059
418	0.6316808528
419	0.631156211
420	0.6304219825
421	0.6295819119
422	0.6290714604
423	0.6285343658
424	0.6279485454
425	0.6277095601
426	0.6273788306
427	0.6267000011
428	0.6260910935
429	0.6258455066
430	0.6252543728
431	0.6249391516
432	0.6245352412
433	0.6238905783
434	0.623218414
435	0.6228286144
436	0.6224236663
437	0.6221942437
438	0.6218293002
439	0.6208802747
440	0.6202105875
441	0.6195925199
442	0.619305348
443	0.6186544547
444	0.6184443284
445	0.6176463059
446	0.6171680489
447	0.6160374638
448	0.6154608149
449	0.6147485149
450	0.6141088235
451	0.6135776204
452	0.6129987554
453	0.6123034516
454	0.6120367023
455	0.6110104303
456	0.6105379118
457	0.6100404776
458	0.6095442257
459	0.6090537049
460	0.6084939352
461	0.6082303615
462	0.607275313
463	0.6068547132
464	0.6058493987
465	0.6053287319
466	0.6051058152
467	0.6046439585
468	0.6041617382
469	0.6031864788
470	0.602532391
471	0.6021152327
472	0.6013802649
473	0.6008112044
474	0.6004388429
475	0.5998142138
476	0.5990609046
477	0.5985697699
478	0.5977890507
479	0.5974828323
480	0.5969927728
481	0.5964077494
482	0.5955998459
483	0.5953192916
484	0.5944780559
485	0.5938816582
486	0.5934377991
487	0.5930322096
488	0.5925587605
489	0.5919930154
490	0.5912472622
491	0.5906032029
492	0.5900439157
493	0.589519742
494	0.5889201203
495	0.5882892925
496	0.5877936197
497	0.5875283798
498	0.5869948742
499	0.5864776409
500	0.5859559898
501	0.585505012
502	0.5850504392
503	0.5845800205
504	0.5838954477
505	0.5834548861
506	0.5829916422
507	0.5825797051
508	0.582422068
509	0.5819208095
510	0.5814394066
511	0.580567388
512	0.5796634501
513	0.5790961764
514	0.5785742925
515	0.5783401321
516	0.5778622537
517	0.5772079283
518	0.5766984484
519	0.5760365187
520	0.575531123
521	0.5748654214
522	0.574130032
523	0.5736220126
524	0.5731697459
525	0.5727181858
526	0.5719871509
527	0.5714925668
528	0.570973413
529	0.5705392944
530	0.5697528819
531	0.5691665829
532	0.5689161819
533	0.5685944357
534	0.5682550759
535	0.5676966492
536	0.5673053178
537	0.5670903576
538	0.5666054841
539	0.5663280578
540	0.5660698401
541	0.5656449389
542	0.5651508695
543	0.5646068537
544	0.5639808619
545	0.5633762995
546	0.5631319803
547	0.562567135
548	0.5622495384
549	0.5620380842
550	0.5614526931
551	0.5609598473
552	0.5606923146
553	0.5602106761
554	0.5600047565
555	0.5594322346
556	0.559204907
557	0.5590102633
558	0.5586221382
559	0.5582412572
560	0.5577480269
561	0.5574299066
562	0.5570219639
563	0.5564640132
564	0.5558502788
565	0.5556400275
566	0.5553932289
567	0.5550647515
568	0.5546677943
569	0.5540052881
570	0.5534626006
571	0.5529203136
572	0.5523114729
573	0.551984654
574	0.5515548088
575	0.5510967449
576	0.5508431756
577	0.5503426729
578	0.5494293421
579	0.5489967916
580	0.5485303457
581	0.548211081
582	0.5478511676
583	0.5475278025
584	0.5471799043
585	0.5466091035
586	0.5460482222
587	0.5456534532
588	0.5451388774
589	0.5443935399
590	0.5439169792
591	0.5435305174
592	0.5429905957
593	0.5428717438
594	0.5423565087
595	0.5420465751
596	0.5412639915
597	0.5407086641
598	0.540375578
599	0.5399417486
600	0.5394665175
601	0.5391407194
602	0.5387845398
603	0.5383301733
604	0.5378428677
605	0.5374695326
606	0.5373000664
607	0.5371219117
608	0.5367882329
609	0.536346054
610	0.535941461
611	0.5353841435
612	0.5351743096
613	0.5347285416
614	0.5341549806
615	0.533642511
616	0.5331444898
617	0.5327123811
618	0.5324976576
619	0.5319475642
620	0.5316352711
621	0.5312143423
622	0.5311006773
623	0.5306554323
624	0.5301953049
625	0.5296839762
626	0.5289071855
627	0.5286937005
628	0.528385138
629	0.528184071
630	0.5277412007
631	0.5273199338
632	0.5268002502
633	0.5264635529
634	0.5259649948
635	0.5254342697
636	0.5250778284
637	0.5249961249
638	0.5248290268
639	0.5245364267
640	0.5240698166
641	0.5235494646
642	0.5230301577
643	0.5225293217
644	0.5223186012
645	0.5219391131
646	0.5215155604
647	0.5211836971
648	0.5206849682
649	0.5205891523
650	0.5199048575
651	0.519763353
652	0.5195148374
653	0.519315011
654	0.5190066222
655	0.518549937
656	0.5181923867
657	0.5177479053
658	0.5173931616
659	0.5172025042
660	0.5170160829
661	0.5166815935
662	0.5163016771
663	0.51589447
664	0.5155112622
665	0.5154555272
666	0.5152491579
667	0.5147624696
668	0.5145267813
669	0.5139729101
670	0.5135244045
671	0.5132414168
672	0.513006696
673	0.5125290704
674	0.5120817606
675	0.511646183
676	0.5111979389
677	0.5109523387
678	0.5107120627
679	0.5102515295
680	0.5097730138
681	0.509400371
682	0.5090619997
683	0.5086326168
684	0.5083731892
685	0.5080511802
686	0.5075939298
687	0.5074732529
688	0.5072995657
689	0.506831117
690	0.5065925494
691	0.5063368836
692	0.5059827717
693	0.5053932562
694	0.505134506
695	0.5047497974
696	0.5043542101
697	0.5039527005
698	0.5034051362
699	0.5030283045
700	0.5027363923
701	0.5023554525
702	0.5020084571
703	0.5018260508
704	0.5013308146
705	0.5010629433
706	0.5005043268
707	0.5001180758
708	0.4998479599
709	0.4996368942
710	0.4993663401
711	0.4989930228
712	0.4984569721
713	0.498320454
714	0.4977507096
715	0.4971480544
716	0.4968949479
717	0.4964976604
718	0.4960781113
719	0.4957617448
720	0.4956616449
721	0.495310036
722	0.4949650068
723	0.4944690725
724	0.4940386691
725	0.4936039933
726	0.4934621553
727	0.4933655527
728	0.4929522009
729	0.4925919092
730	0.4923433624
731	0.4919690236
732	0.4918275256
733	0.4913007063
734	0.4908470127
735	0.4901844014
736	0.4897673907
737	0.4895042766
738	0.4891389714
739	0.4890561107
740	0.488613786
741	0.4883985645
742	0.4881311483
743	0.4876336953
744	0.4871281355
745	0.4867002385
746	0.486100108
747	0.4856356312
748	0.485064907
749	0.4849599168
750	0.4847446578
751	0.4844628661
752	0.4842980592
753	0.4839623555
754	0.4833155716
755	0.4829028688
756	0.4824855268
757	0.4820555951
758	0.4817813813
759	0.4814926292
760	0.4807815387
761	0.4802169994
762	0.4801077025
763	0.4800196119
764	0.4799607932
765	0.4796493031
766	0.4792321512
767	0.4789158188
768	0.4784767839
769	0.4783474292
770	0.4779566776
771	0.4777055563
772	0.477293547
773	0.476889792
774	0.4765956149
775	0.4764443271
776	0.475881636
777	0.475478563
778	0.4750865278
779	0.4749123757
780	0.4746781371
781	0.4744273218
782	0.473859567
783	0.4733828233
784	0.4728262734
785	0.4726427048
786	0.4723154013
787	0.4718384101
788	0.4715662292
789	0.4710746719
790	0.4705917119
791	0.4700165615
792	0.469549834
793	0.4692395581
794	0.4687514603
795	0.4683674976
796	0.4681577542
797	0.4677265923
798	0.4672725331
799	0.467059542
800	0.4667735899
801	0.4663960833
802	0.465931881
803	0.4657984511
804	0.4655558206
805	0.4650886238
806	0.4648065172
807	0.4643506166
808	0.4637794342
809	0.4634003327
810	0.4629997803
811	0.4626638826
812	0.4624398948
813	0.4619734861
814	0.4615518698
815	0.4614530058
816	0.46128816
817	0.4608751783
818	0.4604829367
819	0.460173053
820	0.459690518
821	0.459332831
822	0.4589206808
823	0.4585536264
824	0.4582175949
825	0.4579126284
826	0.4574517427
827	0.4572164151
828	0.4568700068
829	0.4563059476
830	0.4558730192
831	0.4555308481
832	0.4550350082
833	0.4549732068
834	0.4546668785
835	0.4543939631
836	0.4540766419
837	0.453837154
838	0.4536500692
839	0.4533501374
840	0.4532116689
841	0.4528266518
842	0.4526422714
843	0.4522896327
844	0.4520628696
845	0.4518001279
846	0.4516353018
847	0.4515127417
848	0.4511984462
849	0.450842115
850	0.4505072808
851	0.4502232874
852	0.4499417876
853	0.4494843728
854	0.4490575186
855	0.4486478539
856	0.4483801861
857	0.4479829121
858	0.4477905623
859	0.447529749
860	0.447166039
861	0.4468022514
862	0.4465496907
863	0.4462857911
864	0.4457139353
865	0.4453423908
866	0.4448784623
867	0.4446310457
868	0.4442516127
869	0.4438425276
870	0.4433892118
871	0.4429814554
872	0.4425425792
873	0.4422025866
874	0.4420533267
875	0.4416999612
876	0.4414017431
877	0.4410852372
878	0.4407681146
879	0.4405025904
880	0.4401697444
881	0.439726239
882	0.4395593885
883	0.439251523
884	0.4389950487
885	0.4386897828
886	0.4383443419
887	0.438125261
888	0.4378487401
889	0.4372656774
890	0.4369617949
891	0.4366019491
892	0.4364005067
893	0.4361215255
894	0.4358531999
895	0.4355882164
896	0.4353505849
897	0.4352469802
898	0.434926911
899	0.4345243429
900	0.4342048414
901	0.4337811815
902	0.4331915186
903	0.4330086127
904	0.4327561719
905	0.4323555181
906	0.431953638
907	0.4316937925
908	0.4313280773
909	0.4311172056
910	0.4306891739
911	0.4303608317
912	0.4300478951
913	0.4296413915
914	0.4293257678
915	0.4289963257
916	0.4286823138
917	0.4281317725
918	0.4279051996
919	0.4276171695
920	0.4273568131
921	0.4269334604
922	0.426595281
923	0.4264201329
924	0.4260733511
925	0.4257086492
926	0.4254732737
927	0.4253086739
928	0.4250598956
929	0.4247452581
930	0.4242815429
931	0.4238672886
932	0.4235969882
933	0.4233113182
934	0.4229347177
935	0.4225645595
936	0.4223233976
937	0.4219274189
938	0.4217868513
939	0.4214826045
940	0.421267009
941	0.4211607927
942	0.4208886934
943	0.4205292932
944	0.4201698083
945	0.4197302099
946	0.4192641022
947	0.4190682861
948	0.4186514103
949	0.4183079087
950	0.4181835234
951	0.4180126409
952	0.4177441794
953	0.4173601621
954	0.417249778
955	0.4168165615
956	0.4165654152
957	0.4164032354
958	0.4159773483
959	0.4155962343
960	0.4152237365
961	0.4149108198
962	0.4147778072
963	0.4143871217
964	0.414155481
965	0.41387993
966	0.4137053997
967	0.4134033889
968	0.4130817574
969	0.4129730227
970	0.4128699149
971	0.4125012905
972	0.412142282
973	0.4118779813
974	0.4115377099
975	0.411328228
976	0.4108883863
977	0.4105327107
978	0.410352478
979	0.4098649423
980	0.4096911545
981	0.4095367076
982	0.4091571675
983	0.409046526
984	0.4086612261
985	0.408498389
986	0.4081791189
987	0.4078753442
988	0.4075256034
989	0.4071670882
990	0.4067485572
991	0.4064545573
992	0.4061229798
993	0.4058265929
994	0.4054410938
995	0.4051318928
996	0.4047535607
997	0.4043535046
998	0.4039257838
999	0.403680087
