iter	Passed	Remaining
865	4049	626
866	4054	621
867	4059	617
868	4065	612
869	4076	609
870	4084	604
871	4093	600
872	4099	596
873	4104	591
874	4106	586
875	4109	581
876	4113	576
877	4117	572
878	4122	567
879	4128	562
880	4131	558
881	4138	553
882	4144	549
883	4148	544
884	4152	539
885	4156	534
886	4159	529
887	4163	525
888	4165	520
889	4169	515
890	4172	510
891	4174	505
892	4177	500
893	4180	495
894	4185	491
895	4189	486
896	4193	481
897	4196	476
898	4201	472
899	4205	467
900	4209	462
901	4214	457
902	4221	453
903	4228	449
904	4235	444
905	4240	439
906	4250	435
907	4253	431
908	4256	426
909	4259	421
910	4262	416
911	4268	411
912	4274	407
913	4278	402
914	4283	397
915	4287	393
916	4290	388
917	4294	383
918	4298	378
919	4301	374
920	4303	369
921	4306	364
922	4308	359
923	4311	354
924	4315	349
925	4319	345
926	4322	340
927	4325	335
928	4331	331
929	4335	326
930	4339	321
931	4342	316
932	4348	312
933	4352	307
934	4356	302
935	4360	298
936	4367	293
937	4371	288
938	4375	284
939	4381	279
940	4386	275
941	4390	270
942	4396	265
943	4403	261
944	4413	256
945	4418	252
946	4422	247
947	4427	242
948	4430	238
949	4434	233
950	4436	228
951	4439	223
952	4443	219
953	4445	214
954	4448	209
955	4450	204
956	4453	200
957	4456	195
958	4460	190
959	4465	186
960	4470	181
961	4475	176
962	4479	172
963	4483	167
964	4486	162
965	4489	158
966	4492	153
967	4495	148
968	4497	143
969	4500	139
970	4502	134
971	4505	129
972	4510	125
973	4514	120
974	4518	115
975	4524	111
976	4529	106
977	4533	101
978	4536	97
979	4541	92
980	4546	88
981	4550	83
982	4555	78
983	4561	74
984	4576	69
985	4583	65
986	4588	60
987	4591	55
988	4594	51
989	4597	46
990	4599	41
991	4603	37
992	4605	32
993	4608	27
994	4610	23
995	4613	18
996	4617	13
997	4623	9
998	4627	4
999	4632	0
